rsmi,psmi,ea,dh
[N:1]([C:2](=[O:3])[C:4]([C:5]([O:6][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8],[C:5]([O:6][H:13])[H:11].[N:1]([C:2](=[O:3])[C:4]([H:9])([H:10])[H:12])([H:7])[H:8],83.9538889728684,65.2465186552921
[C:1]([C:2]([C:3](=[O:4])[H:11])([C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[C@@:2]2([H:10])[C@:3]1([H:11])[O:4][C@:5]2([O:6][H:8])[H:12],80.0923321682117,34.963096591471
[C:1]([C@@:2]([O:3][H:12])([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6]#[N:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]1([H:9])([H:10])[C@:2]([O:3][H:12])([H:11])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])/[C:6]1=[N:7]/[H:8],100.679989038967,19.801359560416
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],[C:1]([N+:2]([C-:3]([C:4]#[N:5])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],56.15962040957461,24.501702823623
[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]1=[C:5]=[N:6][H:12])([H:7])([H:8])[H:9],108.187079769558,34.8823194052764
[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[n:6][o:7]1)[H:8],[O:1]=[C:2]=[C:3]1[N:4]=[C:5]([H:9])[N:6]([H:8])[O:7]1,95.1113402359252,46.052640150927495
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:5]([C:3][C:4]([H:13])([H:14])[H:15])([C:6]#[N:7])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],71.00032444700291,65.604013778801
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]2([H:16])[H:17],[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])=[C:5]([H:14])[C:6]([H:13])([H:15])[C:7]2([H:16])[H:17],85.07421989333109,-0.7363667405296558
[C:1]([C:2]#[C:3][C:4]([H:8])([H:9])[H:10])([H:5])([H:6])[H:7],[C:1]([C:2](=[C:3]=[C:4]([H:8])[H:9])[H:10])([H:5])([H:6])[H:7],85.1817600177597,3.086563364614129
[C:1](/[C:2](=[N:3]/[O:4][H:10])[C:5]([O:6][H:13])([H:11])[H:12])([H:7])([H:8])[H:9],[C:1](=[C:2]([N:3]([O:4][H:10])[H:8])[C:5]([O:6][H:13])([H:11])[H:12])([H:7])[H:9],64.7195404180121,15.9303076270114
[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[N:5]\[C:4]([C:6]([H:15])([H:16])[H:17])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],92.241783197405,-12.6416451149008
[C:1]([O:2][C:3](=[O:4])[C:5]#[N:6])([H:7])([H:8])[H:9],[C:1]([O+:2]=[C-:3][O:4][N+:6]#[C-:5])([H:7])([H:8])[H:9],135.272753965061,117.412993691184
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[N:6])[H:10])([H:8])[H:9])[H:7],[C:5](#[N:6])[H:10].[O:1]([C:2]([C:3][O:4][H:11])([H:8])[H:9])[H:7],83.3633941874518,55.23142040239389
[N:1]#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[N:1]#[C:2][C@@:3]([C:4]([C:5][H:11])([H:9])[H:10])([N:7]=[C:6]([H:12])[H:13])[H:8],67.654797194106,62.3601384289307
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C@:3]1([O:4][H:12])[C:5]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9],56.875051480029605,33.560533387019895
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:11])[C@:6]([C:5]([C:4]([O:3][H:17])([H:12])[H:13])([H:14])[H:15])([H:16])[O:7]1)([H:8])([H:9])[H:10],74.1763435900988,16.5015492933336
[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:6]1([H:16])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]21[H:15])([H:10])[H:14])([H:7])([H:8])[H:9],109.853854000112,9.53536036775608
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]([C:5]([H:14])([H:15])[H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10],[C:1]([C:2][C:3]([N:4]([C:5]([H:14])([H:15])[H:16])[C:6](=[O:7])[H:11])([H:12])[H:13])([H:8])([H:9])[H:10],90.1764404459573,74.42350483508609
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13])[H:7],[H:11][H:13].[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C-:4][N:5]([H:12])[C+:6]1)[H:7],109.811601187838,78.6628259840508
[C:1]([O:2][C:3]([C@@:4]([O:5][H:14])([C:6]([O:7][H:17])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([O+:2]=[C-:3][H:12])([H:8])([H:9])[H:10].[C:4]([O:5][H:14])([C:6]([O:7][H:17])([H:15])[H:16])([H:11])[H:13],81.91348196460959,66.6070667644377
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][C:4]([H:11])([H:12])[H:14])([C:5](=[O:6])[H:13])[H:10])([H:7])([H:8])[H:9],76.951277406144,-7.974230805780881
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1=[C:4]([H:11])[H:12].[O:5]=[C:6]([H:13])[H:14],67.2780535469479,13.3624892071
[C:1]([N:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]#[N:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([N+:6]#[C-:5])[H:11])[H:10])([H:7])([H:8])[H:9],43.9684185555956,16.3809467294119
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](\[C:4]([H:13])([H:14])[H:15])[H:12])[H:11])([H:8])([H:9])[H:10].[C:5](=[C:6]([O:7][H:19])[H:18])([H:16])[H:17],98.2043576181274,13.2301813118726
[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O+:1](=[C:2]([N:3]([C-:4]([H:9])[H:10])[H:8])[H:7])[C:5]#[N:6],92.4777844571607,77.3125373273241
[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],[H:9][H:17].[O:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C@@:7]12[H:16])[H:8],109.215125868168,34.888461674826004
[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:6][N:5]=[N:4][C:3]1([H:10])[H:11])([H:7])([H:8])[H:9],52.19414073688851,21.8777582761181
[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]=[C:6]([H:12])[O:7]1)[H:8],[N:5](=[C:6]=[O:7])[H:12].[O:1]=[C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])[H:8],72.83351465567121,-6.54716946623229
[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]1[N+:3]([H:8])([H:10])[C-:4]([H:9])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,89.4343138888147,75.3879930647884
[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[C:2](=[C:3]1[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10].[O:1]([H:8])[H:11],58.43009375785729,5.09251079731744
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[N:5]=[C:6]([H:12])[O:7]1,[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[N:5]([H:12])[C-:6]=[O+:7]1,73.9463739262866,31.0051266319315
[N:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[n:7]1)([H:8])[H:9],[N:1]([C:2]1=[N+:7]=[C-:6][C:5]([H:11])=[C:4]([H:10])[N:3]1[H:12])([H:8])[H:9],126.996049886236,68.79414159270229
[O:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[C:3](=[C:4]([C:5]#[N:6])[H:13])([H:10])[H:11].[H:7][H:12].[O:1]=[C:2]([H:8])[H:9],90.3718148905097,44.519174149797706
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]([C:5](=[C:6]([H:13])[H:14])[H:12])([H:11])[C@@:7]12[H:15],95.3723784223154,30.0100365922899
[C:1]([C:2]1([O:3][H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[C:6][H:14])([H:7])([H:8])[H:9],75.7303389878343,69.7145697415652
[N:1]([C:2](=[O:3])[N:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])([H:7])[H:8],[N:1](=[C:2](/[O:3][H:7])[N:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])\[H:8],44.95415867979071,17.6185867675123
[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])([H:6])([H:7])[H:8],[C:1]([C:3]([H:9])([H:10])[H:11])([H:6])([H:7])[H:8].[C:2]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17],147.344531445999,88.045016280709
[C:1]([C:2]([C:3]([C:4](=[O:5])[C:6](=[O:7])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([O-:5])=[C+:6][O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],83.1166115395686,50.799376117198
[C:1]([n:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([N-:2][N+:6]#[C:5][H:11])([H:7])([H:8])[H:9].[C:3](#[N:4])[H:10],94.88241622231092,77.5892628990426
[C:1]([C:2]([C@@:3]1([H:13])[O:4][C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:15].[C:2](=[C:3]([O:4][C:5]1([H:14])[C:6]([H:16])=[C:7]1[H:17])[H:13])([H:11])[H:12],115.340486109861,32.1413452180027
[C:1](#[C:2][c:3]1[c:4]([H:9])[o:5][n:6][c:7]1[H:10])[H:8],[C:1](#[C:2][C:3]([C:4](=[O:5])[H:9])=[C:7]=[N:6][H:10])[H:8],55.5106008851305,-3.08416661760406
[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4][N:5]([N+:7]#[C-:6])[H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],105.352014764957,73.8921901148851
[N:1]([c:2]1[c:3]([O:4][H:10])[c:5]([H:11])[c:6]([H:12])[n:7]1[H:13])([H:8])[H:9],[N:1]([C+:2]1[C@@:3]([O:4][H:10])([H:11])[C-:5]=[C:6]([H:12])[N:7]1[H:13])([H:8])[H:9],76.3001639886812,63.1341952050579
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])([H:16])[C@@:7]21[H:17],[C:1]1([H:8])([H:9])[C:2]([H:10])=[C:3]1[C:4]([C:5]1([H:14])[C:6]([H:16])=[C:7]1[H:17])([H:12])[H:13].[H:11][H:15],122.840401566892,74.0582151266123
[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([O:6][H:12])[n:7]1)([H:8])([H:9])[H:10],[C:1](=[C:2](/[N:7]=[C:5](\[O+:4]=[C-:3][H:11])[O:6][H:12])[H:10])([H:8])[H:9],105.650138621679,89.16339250859859
[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:4]1([H:12])[C:3]([H:10])([H:11])[C:6]([H:15])([H:16])[C:5]1([H:13])[H:14])([H:7])([H:8])[H:9],122.953715693753,60.9605224103708
[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O-:3])=[C:4]=[O+:6][C:5]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],75.55304046308021,44.6340010278329
[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C@@:5]([C:6][H:13])([O:7][H:14])[H:12])([H:10])[H:11])([H:8])[H:9],72.9105225239411,69.0794210134046
[O:1]([C@@:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])([C:6]#[C:7][H:13])[H:9])[H:8],[C:3]([C:4]#[C:5][H:12])([H:9])([H:10])[H:11].[O:1]([C-:2]=[C:6]=[C+:7][H:13])[H:8],74.538667829259,54.90006340138479
[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:7]([H:15])[O:6][C:5]([H:13])([H:14])[C:4]([H:12])=[C:3]1[H:11])([H:8])([H:9])[H:10],63.32236409825211,-6.63908161227214
[C:1]([C@@:2]([O:3][H:11])([C:4]([N:5]([H:14])[H:15])([H:12])[H:13])[C:6]#[N:7])([H:8])([H:9])[H:10],[C:1]([C@:2]([O:3][H:11])([C:6]#[N:7])[H:13])([H:8])([H:9])[H:10].[C:4]([N:5]([H:14])[H:15])[H:12],72.1390092621865,41.563106267442
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6]#[C:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:6]([C:5]([C:4](=[C:3]([H:12])[H:13])[H:14])([H:15])[H:16])=[C:7]1[H:17])([H:8])([H:9])[H:10],93.68990842117992,10.0895567461071
[O:1]([C:2]1([H:6])[C:3]([H:7])([H:8])[C:4]1([H:9])[H:10])[H:5],[H:5][H:6].[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]1([H:9])[H:10],90.8940226142428,26.976568323499
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6][C@:7]12[H:15],[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C:4]([H:11])([H:12])[C-:5]([H:14])[O+:6]=[C:7]12.[H:13][H:15],93.0490314353916,87.8624693025617
[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14],[O:1]1[C@@:2]23[C:3]([H:8])([H:9])[N+:4]2([C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[C-:7]3[H:14],114.531595938507,70.71215851690799
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@@:5]2([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](/[C:7]([C:6]([C:5](=[C:4]([H:14])[H:15])[H:16])([H:17])[H:18])([H:12])[H:19])[H:13])[H:11])([H:8])([H:9])[H:10],88.27086866031411,-9.01704895612142
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]1([C:3]([H:9])([H:10])[H:11])[N:6]([C:5](=[O:4])[H:12])[C:7]1([H:13])[H:14])[H:8],67.021388750542,3.83953728161591
[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([O+:5]=[C-:4][H:12])[H:13])([H:6])([H:7])[H:8],78.1831755778623,48.224752080395
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]([C@@:2]1([H:9])[C:3]([H:11])=[C:4]([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:10],109.73170906600402,-16.0980624374527
[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1]([N+:2]1([H:12])[C-:3]([H:11])[C:4](=[C:5]([H:13])[H:14])[C:6]([H:15])=[N:7]1)([H:8])([H:9])[H:10],130.81220224683997,78.0587229478438
[N:1](=[C:2]=[C:7]([C:6](=[O:5])[H:9])[H:10])[H:8].[N:3]#[N:4],[N:1](=[C:2](\[N:3]=[N:4]/[H:9])[C:7](=[C:6]=[O:5])[H:10])\[H:8],71.4376200049105,52.5160798120128
[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])=[C:6]([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],[C:1]([C:2][C:3]1([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])=[C:6]([H:16])[C:7]1([H:11])[H:17])([H:8])([H:9])[H:10],67.0334573688379,63.8773041005984
[N:1]([c:2]1[n:3][o:4][c:5](=[O:6])[n:7]1[H:10])([H:8])[H:9],[N:1](=[c:2]1\[n:3]([H:8])[o:4][c:5](=[O:6])[n:7]1[H:10])\[H:9],58.4508912385108,9.20808299657323
[C:1]([C:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([C:3](=[C:4]([H:13])[H:14])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8].[O:5]([H:11])[H:15],67.66460792544059,8.42550887813206
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([C:4]#[N:5])=[N+:6]1[C-:7]([H:14])[H:15])([H:8])([H:9])[H:10].[H:12][H:13],82.3122845830941,65.1702092110501
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@@:5]2([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C@@:5]1([H:16])[C:6]([H:17])([H:18])[C:7]1)([H:14])[H:15])([H:13])[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],78.7347227836027,67.4274759253566
[O:1]([C:2]([C:3](=[O:4])[C:5]#[C:6][H:10])([H:8])[H:9])[H:7],[O:1](/[C:2](=[C:3](\[O:4][H:7])[C:5]#[C:6][H:10])[H:8])[H:9],67.1809897265625,8.597682980506281
[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]1([H:12])[C:7]2([H:13])[H:14],[O:1]([C:2]1=[C:6]2[C:5]([H:10])([H:11])[N:4]([C:3]1([H:8])[H:9])[C:7]2([H:13])[H:14])[H:12],84.79002887702379,74.7356989274216
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7],[O:1]([C@@:2]1([H:8])[C@@:5]([C:4](=[C:3]([H:9])[H:10])[H:11])([H:12])[O:6]1)[H:7],78.2374746165282,11.381211924465802
[C:1]([C:2]([C@@:3]1([C:6]#[C:7][H:15])[C:4]([H:13])([H:14])[O:5]1)([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](/[C:6](=[C:3]1\[C:4]([H:13])([H:14])[O:5]1)[C:7][H:15])([H:11])[H:12])([H:8])([H:9])[H:10],88.8735213055492,55.871621687127295
[N:1](=[C:2](/[O:3][C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:5]1=[N:6][C:4]1([H:9])[H:10])[H:7],57.2520117472615,13.355442360212
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]([C:6]([H:15])([H:16])[H:17])([H:14])[O:7]1)([H:8])([H:9])[H:10],[C:1]([C-:2]([O+:7]=[C:5]([O:4][C:3]([H:12])([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])[H:11])([H:8])([H:9])[H:10],117.810320796181,76.3226063100395
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5]#[C:6][H:14])[H:13])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:3]([C:4]1([H:13])[C:5]([H:8])=[C:6]1[H:14])([H:11])[H:12])[H:10])([H:7])[H:9],84.5069631110903,16.483628525491
[C:1]1([H:7])([H:8])[O:2][C@:3]1([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:9],[C-:1]([O+:2]=[C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:9])([H:7])[H:8],63.25839944594011,48.9588910263676
[C:1]([N:2](/[C:3](=[N:4]/[H:11])[C:5]#[N:6])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([C:3]#[C:5]/[N:6]=[N:4]\[H:11])[H:10])([H:7])([H:8])[H:9],132.23926880380898,73.46321336733021
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:3]([C:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1([H:10])[H:16])([H:11])[H:12])([H:7])([H:8])[H:9],83.17893896175259,60.525266282927504
[N:1]([c:2]1[c:3]([H:9])[o:4][c:5]([H:10])[c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]1=[C:3]=[O+:4][C-:5]([H:10])[C:6]1([H:9])[H:11])([H:7])[H:8],89.20919783391821,76.4877710195137
[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]1[C:3]([H:11])=[C:4]([H:12])[C@@:7]2([H:16])[C:5]([H:13])([H:14])[C@@:6]12[H:15])([H:8])([H:9])[H:10],79.9325255242396,-33.2072570555091
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8],[H:8][H:9].[O:1]=[C:2]1[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],83.09997987325629,11.2583221662171
[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O+:3]=[C-:4][O:5][C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],99.34354601598749,52.82419850535089
[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])=[C:6]1[H:11],[O:1]=[C:2]([N:3]([C:4]([H:8])([H:9])[H:10])[H:7])[C:6](=[C:5])[H:11],88.831080187342,79.8410997609058
[C:1]([O:2][C@@:3]([C:4]([H:11])([H:12])[H:13])([C:5]([O:6][H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([O+:2]=[C-:3][C:4]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9].[C:5]([O:6][H:16])([H:10])([H:14])[H:15],80.73871508181999,58.70695816554751
[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[C:4]([H:10])=[C-:5][N+:6]1([H:11])[H:12])([H:7])[H:8],88.4715000072903,78.5798294676144
[c:1]1([H:7])[c:2]([H:8])[n:3][n:4][n:5][c:6]1[H:9],[C:1]12([H:7])[C:2]([H:8])=[N:3][N:4]1[N:5]=[C:6]2[H:9],79.72108496356441,55.820896862523
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])=[N:6][C@@:7]12[H:14],[C:1]1([H:8])([H:9])[C@:2]([C:3](=[O:4])[H:12])([H:10])[C@:7]1([N:6]=[C:5]([H:11])[H:13])[H:14],86.15326827964229,11.0872947145361
[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]([O:6][H:15])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]([N:3]([C:4][H:12])[H:11])([C:5]([O:6][H:15])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],100.711028551915,24.769249669111
